distributor,zrep,category,demand segment,year,period,rolling_period,sell_out_actuals_qty,sell_out_forecast_qty_deimos,sell_out_forecast_qty,price,in_transit,target_inventory,beginning_inventory,woh_inventory_required,sell_in_actuals_qty,sell_in_forecast_qty,ending_inventory,planner_group,doh
D8,Product_202,C2,Seg 1,2022,7,P-48,4,29.3,29.3,1.00,0,6,0,6.9,36.2,36.2,6.9,High,6.6
D8,Product_202,C2,Seg 1,2022,8,P-47,,4.6,4.6,1.00,0,6,0,316,320.6,320.6,316,High,1926.9
D8,Product_202,C2,Seg 1,2022,9,P-46,679,210.7,210.7,1.00,0,6,0,14.4,225.1,225.1,14.4,High,1.9
D8,Product_202,C2,Seg 1,2022,10,P-45,,9.6,9.6,1.00,0,6,0,35.4,45,45,35.4,High,102.9
D8,Product_202,C2,Seg 1,2022,11,P-44,,23.6,23.6,1.00,0,6,0,34.5,58.1,58.1,34.5,High,40.9
D8,Product_202,C2,Seg 1,2022,12,P-43,,23,23,1.00,0,6,0,37,60,60,37,High,45.1
D8,Product_202,C2,Seg 1,2022,13,P-42,,24.7,24.7,1.00,0,6,0,32.3,57,57,32.3,High,36.7
D8,Product_202,C2,Seg 1,2023,1,P-41,,21.6,21.6,1.00,0,6,0,29.4,51,51,29.4,High,38.2
D8,Product_202,C2,Seg 1,2023,2,P-40,,19.6,19.6,1.00,0,6,0,26.1,45.7,45.7,26.1,High,37.3
D8,Product_202,C2,Seg 1,2023,3,P-39,,17.4,17.4,1.00,0,6,0,28.6,46,46,28.6,High,46
D8,Product_202,C2,Seg 1,2023,4,P-38,,19.1,19.1,1.00,0,6,0,23.5,42.6,42.6,23.5,High,34.6
D8,Product_202,C2,Seg 1,2023,5,P-37,,15.7,15.7,1.00,0,6,0,27.7,43.4,43.4,27.7,High,49.5
D8,Product_202,C2,Seg 1,2023,6,P-36,,18.5,18.5,1.00,0,6,0,25.6,44.1,44.1,25.6,High,38.8
D8,Product_202,C2,Seg 1,2023,7,P-35,,17.1,17.1,1.00,0,6,0,17.9,35,35,17.9,High,29.3
D8,Product_202,C2,Seg 1,2023,8,P-34,,11.9,11.9,1.00,0,6,0,223.4,235.4,235.4,223.4,High,523.9
D8,Product_202,C2,Seg 1,2023,9,P-33,,149,149,1.00,0,6,0,10.5,159.4,159.4,10.5,High,2
D8,Product_202,C2,Seg 1,2023,10,P-32,,7,7,1.00,0,6,0,21.3,28.3,28.3,21.3,High,85.3
D8,Product_202,C2,Seg 1,2023,11,P-31,,14.2,14.2,1.00,0,6,0,1.7,15.9,15.9,1.7,High,3.4
D8,Product_202,C2,Seg 1,2023,12,P-30,,1.2,1.2,1.00,0,6,0,0,1.2,1.2,0,High,0
D8,Product_202,C2,Seg 1,2023,13,P-29,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_202,C2,Seg 1,2024,1,P-28,,0,0,#DIV/0!,0,6,0,5.2,5.2,5.2,5.2,High,#DIV/0!
D8,Product_202,C2,Seg 1,2024,2,P-27,,3.5,3.5,1.00,0,6,0,3.2,6.7,6.7,3.2,High,25.9
D8,Product_202,C2,Seg 1,2024,3,P-26,,2.1,2.1,1.00,0,6,0,0,2.1,2.1,0,High,0
D8,Product_202,C2,Seg 1,2024,4,P-25,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_202,C2,Seg 1,2024,5,P-24,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_202,C2,Seg 1,2024,6,P-23,,0,0,#DIV/0!,0,6,0,3.2,3.2,3.2,3.2,High,#DIV/0!
D8,Product_202,C2,Seg 1,2024,7,P-22,,2.2,2.2,1.00,0,6,0,22.4,24.6,24.6,22.4,High,291.7
D8,Product_202,C2,Seg 1,2024,8,P-21,,14.9,14.9,1.00,0,6,0,128.3,143.3,143.3,128.3,High,240.4
D8,Product_202,C2,Seg 1,2024,9,P-20,,85.5,85.5,1.00,0,6,0,12.9,98.5,98.5,12.9,High,4.2
D8,Product_202,C2,Seg 1,2024,10,P-19,,8.6,8.6,1.00,0,6,0,6.1,14.7,14.7,6.1,High,19.9
D8,Product_202,C2,Seg 1,2024,11,P-18,,4.1,4.1,1.00,0,6,0,0,4.1,4.1,0,High,0
D8,Product_202,C2,Seg 1,2024,12,P-17,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_202,C2,Seg 1,2024,13,P-16,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_202,C2,Seg 1,2025,1,P-15,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_202,C2,Seg 1,2025,2,P-14,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_202,C2,Seg 1,2025,3,P-13,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_202,C2,Seg 1,2025,4,P-12,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_202,C2,Seg 1,2025,5,P-11,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_202,C2,Seg 1,2025,6,P-10,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_202,C2,Seg 1,2025,7,P-9,,0,0,#DIV/0!,0,6,0,22.8,22.8,22.8,22.8,High,#DIV/0!
D8,Product_202,C2,Seg 1,2025,8,P-8,,15.2,15.2,1.00,0,6,0,32.2,47.3,47.3,32.2,High,59.3
D8,Product_202,C2,Seg 1,2025,9,P-7,,21.4,21.4,1.00,0,6,0,20.9,42.3,42.3,20.9,High,27.3
D8,Product_202,C2,Seg 1,2025,10,P-6,,13.9,13.9,1.00,0,6,0,0,13.9,13.9,0,High,0
D8,Product_202,C2,Seg 1,2025,11,P-5,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_202,C2,Seg 1,2025,12,P-4,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_202,C2,Seg 1,2025,13,P-3,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_202,C2,Seg 1,2026,1,P-2,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_202,C2,Seg 1,2026,2,P-1,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_202,C2,Seg 1,2026,3,P+0,,0,0,#DIV/0!,0,6,0,0,,0,0,High,#DIV/0!
D8,Product_202,C2,Seg 1,2026,4,P+1,,0,0,#DIV/0!,0,6,0,0,,0,0,High,#DIV/0!
D8,Product_202,C2,Seg 1,2026,5,P+2,,0,0,#DIV/0!,0,6,0,0,,0,0,High,#DIV/0!
D8,Product_202,C2,Seg 1,2026,6,P+3,,0,0,#DIV/0!,0,6,0,0,,0,0,High,#DIV/0!
D8,Product_202,C2,Seg 1,2026,7,P+4,,0,0,#DIV/0!,0,6,0,18.2,,18.2,18.2,High,#DIV/0!
D8,Product_202,C2,Seg 1,2026,8,P+5,,12.1,12.1,1.00,0,6,18.2,0,,0,6.1,High,14
D8,Product_202,C2,Seg 1,2026,9,P+6,,0,0,#DIV/0!,0,6,6.1,33.6,,27.5,33.6,High,#DIV/0!
D8,Product_202,C2,Seg 1,2026,10,P+7,,22.4,22.4,1.00,0,6,33.6,0,,0,11.2,High,14
D8,Product_202,C2,Seg 1,2026,11,P+8,,0,0,#DIV/0!,0,6,11.2,0,,0,11.2,High,#DIV/0!
D8,Product_202,C2,Seg 1,2026,12,P+9,,0,0,#DIV/0!,0,6,11.2,0,,0,11.2,High,#DIV/0!
D8,Product_202,C2,Seg 1,2026,13,P+10,,0,0,#DIV/0!,0,6,11.2,0,,0,11.2,High,#DIV/0!
D8,Product_202,C2,Seg 1,2027,1,P+11,,0,0,#DIV/0!,0,6,11.2,0,,0,11.2,High,#DIV/0!
D8,Product_202,C2,Seg 1,2027,2,P+12,,0,0,#DIV/0!,0,6,11.2,0,,0,11.2,High,#DIV/0!
D8,Product_202,C2,Seg 1,2027,3,P+13,,0,0,#DIV/0!,0,6,11.2,0,,0,11.2,High,#DIV/0!
D8,Product_202,C2,Seg 1,2027,4,P+14,,0,0,#DIV/0!,0,6,11.2,0,,0,11.2,High,#DIV/0!
D8,Product_202,C2,Seg 1,2027,5,P+15,,0,0,#DIV/0!,0,6,11.2,0,,0,11.2,High,#DIV/0!
D8,Product_202,C2,Seg 1,2027,6,P+16,,0,0,#DIV/0!,0,6,11.2,0,,0,11.2,High,#DIV/0!
D8,Product_202,C2,Seg 1,2027,7,P+17,,0,0,#DIV/0!,0,6,11.2,8.2,,0,11.2,High,#DIV/0!
D8,Product_202,C2,Seg 1,2027,8,P+18,,5.5,5.5,1.00,0,6,11.2,0,,0,5.7,High,29.2
D8,Product_202,C2,Seg 1,2027,9,P+19,,0,0,#DIV/0!,0,6,5.7,50,,44.2,50,High,#DIV/0!
D8,Product_202,C2,Seg 1,2027,10,P+20,,33.3,33.3,1.00,0,6,50,0,,0,16.7,High,14
D8,Product_202,C2,Seg 1,2027,11,P+21,,0,0,#DIV/0!,0,6,16.7,0,,0,16.7,High,#DIV/0!
D8,Product_202,C2,Seg 1,2027,12,P+22,,0,0,#DIV/0!,0,6,16.7,0,,0,16.7,High,#DIV/0!
D8,Product_202,C2,Seg 1,2027,13,P+23,,0,0,#DIV/0!,0,6,16.7,0,,0,16.7,High,#DIV/0!
D8,Product_202,C2,Seg 1,2028,1,P+24,,0,0,#DIV/0!,0,6,16.7,0,,0,16.7,High,#DIV/0!
D8,Product_202,C2,Seg 1,2028,2,P+25,,0,0,#DIV/0!,0,6,16.7,0,,0,16.7,High,#DIV/0!
D8,Product_202,C2,Seg 1,2028,3,P+26,,0,0,#DIV/0!,0,6,16.7,0,,0,16.7,High,#DIV/0!
D8,Product_202,C2,Seg 1,2028,4,P+27,,0,0,#DIV/0!,0,6,16.7,0,,0,16.7,High,#DIV/0!
D8,Product_202,C2,Seg 1,2028,5,P+28,,0,0,#DIV/0!,0,6,16.7,0,,0,16.7,High,#DIV/0!
D8,Product_202,C2,Seg 1,2028,6,P+29,,0,0,#DIV/0!,0,6,16.7,0,,0,16.7,High,#DIV/0!
D8,Product_202,C2,Seg 1,2028,7,P+30,,0,0,#DIV/0!,0,6,16.7,0,,0,16.7,High,#DIV/0!
D8,Product_202,C2,Seg 1,2028,8,P+31,,0,0,#DIV/0!,0,6,16.7,0,,0,16.7,High,#DIV/0!
D8,Product_202,C2,Seg 1,2028,9,P+32,,0,0,#DIV/0!,0,6,16.7,68.8,,52.1,68.8,High,#DIV/0!
D8,Product_202,C2,Seg 1,2028,10,P+33,,45.9,45.9,1.00,0,6,68.8,0,,0,22.9,High,14
D8,Product_202,C2,Seg 1,2028,11,P+34,,0,0,#DIV/0!,0,6,22.9,0,,0,22.9,High,#DIV/0!
D8,Product_202,C2,Seg 1,2028,12,P+35,,0,0,#DIV/0!,0,6,22.9,0,,0,22.9,High,#DIV/0!
D8,Product_202,C2,Seg 1,2028,13,P+36,,0,0,#DIV/0!,0,6,22.9,0,,0,22.9,High,#DIV/0!
D8,Product_202,C2,Seg 1,2029,1,P+37,,0,0,#DIV/0!,0,6,22.9,0,,0,22.9,High,#DIV/0!
D8,Product_202,C2,Seg 1,2029,2,P+38,,0,0,#DIV/0!,0,6,22.9,0,,0,22.9,High,#DIV/0!
D8,Product_202,C2,Seg 1,2029,3,P+39,,0,0,#DIV/0!,0,6,22.9,22.9,,0,22.9,High,#DIV/0!
D8,Product_203,C2,Seg 1,2021,1,P-67,196,5.5,5.5,1.00,0,6,0,283.6,289.1,289.1,283.6,High,1453.4
D8,Product_203,C2,Seg 1,2021,2,P-66,359,189.1,189.1,1.00,0,6,0,247.1,436.2,436.2,247.1,High,36.6
D8,Product_203,C2,Seg 1,2021,3,P-65,0,164.7,164.7,1.00,0,6,0,0,164.7,164.7,0,High,0
D8,Product_203,C2,Seg 1,2021,4,P-64,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_203,C2,Seg 1,2021,5,P-63,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_203,C2,Seg 1,2021,6,P-62,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_203,C2,Seg 1,2021,7,P-61,,0,0,#DIV/0!,0,6,0,123,123,123,123,High,#DIV/0!
D8,Product_203,C2,Seg 1,2021,8,P-60,,82,82,1.00,0,6,0,0,82,82,0,High,0
D8,Product_203,C2,Seg 1,2021,9,P-59,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_203,C2,Seg 1,2021,10,P-58,,0,0,#DIV/0!,0,6,0,65.2,65.2,65.2,65.2,High,#DIV/0!
D8,Product_203,C2,Seg 1,2021,11,P-57,,43.5,43.5,1.00,0,6,0,0,43.5,43.5,0,High,0
D8,Product_203,C2,Seg 1,2021,12,P-56,,0,0,#DIV/0!,0,6,0,30.6,30.6,30.6,30.6,High,#DIV/0!
D8,Product_203,C2,Seg 1,2021,13,P-55,,20.4,20.4,1.00,0,6,0,0,20.4,20.4,0,High,0
D8,Product_203,C2,Seg 1,2022,1,P-54,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_203,C2,Seg 1,2022,2,P-53,,0,0,#DIV/0!,0,6,0,91.1,91.1,91.1,91.1,High,#DIV/0!
D8,Product_203,C2,Seg 1,2022,3,P-52,,60.7,60.7,1.00,0,6,0,0,60.7,60.7,0,High,0
D8,Product_203,C2,Seg 1,2022,4,P-51,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_203,C2,Seg 1,2022,5,P-50,,0,0,#DIV/0!,0,6,0,14.4,14.4,14.4,14.4,High,#DIV/0!
D8,Product_203,C2,Seg 1,2022,6,P-49,,9.6,9.6,1.00,0,6,0,0,9.6,9.6,0,High,0
D8,Product_203,C2,Seg 1,2022,7,P-48,,0,0,#DIV/0!,0,6,0,69.7,69.7,69.7,69.7,High,#DIV/0!
D8,Product_203,C2,Seg 1,2022,8,P-47,,46.5,46.5,1.00,0,6,0,0,46.5,46.5,0,High,0
D8,Product_203,C2,Seg 1,2022,9,P-46,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_203,C2,Seg 1,2022,10,P-45,,0,0,#DIV/0!,0,6,0,66.6,66.6,66.6,66.6,High,#DIV/0!
D8,Product_203,C2,Seg 1,2022,11,P-44,,44.4,44.4,1.00,0,6,0,0,44.4,44.4,0,High,0
D8,Product_203,C2,Seg 1,2022,12,P-43,,0,0,#DIV/0!,0,6,0,29.7,29.7,29.7,29.7,High,#DIV/0!
D8,Product_203,C2,Seg 1,2022,13,P-42,,19.8,19.8,1.00,0,6,0,0,19.8,19.8,0,High,0
D8,Product_203,C2,Seg 1,2023,1,P-41,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_203,C2,Seg 1,2023,2,P-40,,0,0,#DIV/0!,0,6,0,78.6,78.6,78.6,78.6,High,#DIV/0!
D8,Product_203,C2,Seg 1,2023,3,P-39,,52.4,52.4,1.00,0,6,0,0,52.4,52.4,0,High,0
D8,Product_203,C2,Seg 1,2023,4,P-38,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_203,C2,Seg 1,2023,5,P-37,,0,0,#DIV/0!,0,6,0,46.1,46.1,46.1,46.1,High,#DIV/0!
D8,Product_203,C2,Seg 1,2023,6,P-36,,30.7,30.7,1.00,0,6,0,0,30.7,30.7,0,High,0
D8,Product_203,C2,Seg 1,2023,7,P-35,,0,0,#DIV/0!,0,6,0,64.4,64.4,64.4,64.4,High,#DIV/0!
D8,Product_203,C2,Seg 1,2023,8,P-34,,43,43,1.00,0,6,0,0,43,43,0,High,0
D8,Product_203,C2,Seg 1,2023,9,P-33,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_203,C2,Seg 1,2023,10,P-32,,0,0,#DIV/0!,0,6,0,75.6,75.6,75.6,75.6,High,#DIV/0!
D8,Product_203,C2,Seg 1,2023,11,P-31,,50.4,50.4,1.00,0,6,0,0,50.4,50.4,0,High,0
D8,Product_203,C2,Seg 1,2023,12,P-30,,0,0,#DIV/0!,0,6,0,37.4,37.4,37.4,37.4,High,#DIV/0!
D8,Product_203,C2,Seg 1,2023,13,P-29,,24.9,24.9,1.00,0,6,0,30.1,55.1,55.1,30.1,High,33.8
D8,Product_203,C2,Seg 1,2024,1,P-28,,20.1,20.1,1.00,0,6,0,0,20.1,20.1,0,High,0
D8,Product_203,C2,Seg 1,2024,2,P-27,,0,0,#DIV/0!,0,6,0,80.9,80.9,80.9,80.9,High,#DIV/0!
D8,Product_203,C2,Seg 1,2024,3,P-26,,54,54,1.00,0,6,0,0,54,54,0,High,0
D8,Product_203,C2,Seg 1,2024,4,P-25,,0,0,#DIV/0!,0,6,0,9.6,9.6,9.6,9.6,High,#DIV/0!
D8,Product_203,C2,Seg 1,2024,5,P-24,,6.4,6.4,1.00,0,6,0,67.7,74.1,74.1,67.7,High,295.5
D8,Product_203,C2,Seg 1,2024,6,P-23,,45.1,45.1,1.00,0,6,0,0,45.1,45.1,0,High,0
D8,Product_203,C2,Seg 1,2024,7,P-22,,0,0,#DIV/0!,0,6,0,68.8,68.8,68.8,68.8,High,#DIV/0!
D8,Product_203,C2,Seg 1,2024,8,P-21,,45.9,45.9,1.00,0,6,0,19.5,65.4,65.4,19.5,High,11.9
D8,Product_203,C2,Seg 1,2024,9,P-20,,13,13,1.00,0,6,0,0,13,13,0,High,0
D8,Product_203,C2,Seg 1,2024,10,P-19,,0,0,#DIV/0!,0,6,0,86.5,86.5,86.5,86.5,High,#DIV/0!
D8,Product_203,C2,Seg 1,2024,11,P-18,,57.7,57.7,1.00,0,6,0,0,57.7,57.7,0,High,0
D8,Product_203,C2,Seg 1,2024,12,P-17,,0,0,#DIV/0!,0,6,0,48,48,48,48,High,#DIV/0!
D8,Product_203,C2,Seg 1,2024,13,P-16,,32,32,1.00,0,6,0,58.6,90.6,90.6,58.6,High,51.2
D8,Product_203,C2,Seg 1,2025,1,P-15,,39,39,1.00,0,6,0,0,39,39,0,High,0
D8,Product_203,C2,Seg 1,2025,2,P-14,,0,0,#DIV/0!,0,6,0,88,88,88,88,High,#DIV/0!
D8,Product_203,C2,Seg 1,2025,3,P-13,,58.6,58.6,1.00,0,6,0,15.1,73.8,73.8,15.1,High,7.2
D8,Product_203,C2,Seg 1,2025,4,P-12,,10.1,10.1,1.00,0,6,0,27.7,37.8,37.8,27.7,High,76.9
D8,Product_203,C2,Seg 1,2025,5,P-11,,18.5,18.5,1.00,0,6,0,85.6,104.1,104.1,85.6,High,129.9
D8,Product_203,C2,Seg 1,2025,6,P-10,,57.1,57.1,1.00,0,6,0,0,57.1,57.1,0,High,0
D8,Product_203,C2,Seg 1,2025,7,P-9,,0,0,#DIV/0!,0,6,0,76.8,76.8,76.8,76.8,High,#DIV/0!
D8,Product_203,C2,Seg 1,2025,8,P-8,,51.2,51.2,1.00,0,6,0,50.9,102.1,102.1,50.9,High,27.8
D8,Product_203,C2,Seg 1,2025,9,P-7,,33.9,33.9,1.00,0,6,0,14.9,48.9,48.9,14.9,High,12.3
D8,Product_203,C2,Seg 1,2025,10,P-6,,10,10,1.00,0,6,0,98.1,108,108,98.1,High,275.5
D8,Product_203,C2,Seg 1,2025,11,P-5,,65.4,65.4,1.00,0,6,0,17.2,82.6,82.6,17.2,High,7.4
D8,Product_203,C2,Seg 1,2025,12,P-4,,11.5,11.5,1.00,0,6,0,68.2,79.7,79.7,68.2,High,166.4
D8,Product_203,C2,Seg 1,2025,13,P-3,,45.5,45.5,1.00,0,6,0,101.9,147.4,147.4,101.9,High,62.7
D8,Product_203,C2,Seg 1,2026,1,P-2,,67.9,67.9,1.00,0,6,0,8.2,76.1,76.1,8.2,High,3.4
D8,Product_203,C2,Seg 1,2026,2,P-1,,5.5,5.5,1.00,0,6,0,8.2,13.7,13.7,8.2,High,42
D8,Product_203,C2,Seg 1,2026,3,P+0,,5.5,5.5,1.00,0,6,0,8.2,,13.7,8.2,High,42
D8,Product_203,C2,Seg 1,2026,4,P+1,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2026,5,P+2,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2026,6,P+3,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2026,7,P+4,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2026,8,P+5,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2026,9,P+6,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2026,10,P+7,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2026,11,P+8,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2026,12,P+9,,5.5,5.5,1.00,0,6,8.2,10.2,,7.5,10.2,High,52.5
D8,Product_203,C2,Seg 1,2026,13,P+10,,6.8,6.8,1.00,0,6,10.2,8.2,,4.8,8.2,High,33.6
D8,Product_203,C2,Seg 1,2027,1,P+11,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2027,2,P+12,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2027,3,P+13,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2027,4,P+14,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2027,5,P+15,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2027,6,P+16,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2027,7,P+17,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2027,8,P+18,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2027,9,P+19,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2027,10,P+20,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2027,11,P+21,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2027,12,P+22,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2027,13,P+23,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2028,1,P+24,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2028,2,P+25,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2028,3,P+26,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2028,4,P+27,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2028,5,P+28,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2028,6,P+29,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2028,7,P+30,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2028,8,P+31,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2028,9,P+32,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2028,10,P+33,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2028,11,P+34,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2028,12,P+35,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2028,13,P+36,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2029,1,P+37,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2029,2,P+38,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_203,C2,Seg 1,2029,3,P+39,,5.5,5.5,1.00,0,6,8.2,8.2,,5.5,8.2,High,42
D8,Product_204,C2,Seg 1,2021,1,P-67,150,2.8,2.8,1.00,0,6,0,380.9,383.7,383.7,380.9,High,3824.5
D8,Product_204,C2,Seg 1,2021,2,P-66,5,253.9,253.9,1.00,0,6,0,0,253.9,253.9,0,High,0
D8,Product_204,C2,Seg 1,2021,3,P-65,,0,0,#DIV/0!,0,6,0,163.5,163.5,163.5,163.5,High,#DIV/0!
D8,Product_204,C2,Seg 1,2021,4,P-64,,109,109,1.00,0,6,0,0,109,109,0,High,0
D8,Product_204,C2,Seg 1,2021,5,P-63,,0,0,#DIV/0!,0,6,0,63.3,63.3,63.3,63.3,High,#DIV/0!
D8,Product_204,C2,Seg 1,2021,6,P-62,,42.2,42.2,1.00,0,6,0,0,42.2,42.2,0,High,0
D8,Product_204,C2,Seg 1,2021,7,P-61,,0,0,#DIV/0!,0,6,0,29.7,29.7,29.7,29.7,High,#DIV/0!
D8,Product_204,C2,Seg 1,2021,8,P-60,,19.8,19.8,1.00,0,6,0,0,19.8,19.8,0,High,0
D8,Product_204,C2,Seg 1,2021,9,P-59,,0,0,#DIV/0!,0,6,0,15.9,15.9,15.9,15.9,High,#DIV/0!
D8,Product_204,C2,Seg 1,2021,10,P-58,,10.6,10.6,1.00,0,6,0,0,10.6,10.6,0,High,0
D8,Product_204,C2,Seg 1,2021,11,P-57,,0,0,#DIV/0!,0,6,0,8.7,8.7,8.7,8.7,High,#DIV/0!
D8,Product_204,C2,Seg 1,2021,12,P-56,,5.8,5.8,1.00,0,6,0,0,5.8,5.8,0,High,0
D8,Product_204,C2,Seg 1,2021,13,P-55,,0,0,#DIV/0!,0,6,0,5,5,5,5,High,#DIV/0!
D8,Product_204,C2,Seg 1,2022,1,P-54,,3.3,3.3,1.00,0,6,0,0,3.3,3.3,0,High,0
D8,Product_204,C2,Seg 1,2022,2,P-53,,0,0,#DIV/0!,0,6,0,3.2,3.2,3.2,3.2,High,#DIV/0!
D8,Product_204,C2,Seg 1,2022,3,P-52,,2.1,2.1,1.00,0,6,0,0.1,2.2,2.2,0.1,High,1.4
D8,Product_204,C2,Seg 1,2022,4,P-51,,0.1,0.1,1.00,0,6,0,2.3,2.4,2.4,2.3,High,889.4
D8,Product_204,C2,Seg 1,2022,5,P-50,,1.5,1.5,1.00,0,6,0,0.7,2.3,2.3,0.7,High,13.7
D8,Product_204,C2,Seg 1,2022,6,P-49,,0.5,0.5,1.00,0,6,0,1.8,2.3,2.3,1.8,High,103.2
